alias,ingredient_id,standard_name,match_type
peach stewed sugar sweetened no added fat,AUS_F006568,"peach, stewed, sugar sweetened, no added fat",generated
peach white unpeeled raw,AUS_F006571,"peach, white, unpeeled, raw",generated
peach yellow flesh and skin fresh raw,NZ_L1167,"peach, yellow,  flesh and skin, fresh, raw",generated
peach yellow unpeeled raw,AUS_F006573,"peach, yellow, unpeeled, raw",generated
"peach, canned in juice, undrained",NZ_L1123,"peach, canned in juice, undrained",exact
"peach, canned in pear juice",AUS_F006553,"peach, canned in pear juice",exact
"peach, canned in pear juice, drained",AUS_F006554,"peach, canned in pear juice, drained",exact
"peach, canned in pear juice, juice only",AUS_F006555,"peach, canned in pear juice, juice only",exact
"peach, canned in syrup",AUS_F006550,"peach, canned in syrup",exact
"peach, canned in syrup, drained",AUS_F006551,"peach, canned in syrup, drained",exact
"peach, canned in syrup, syrup only",AUS_F006552,"peach, canned in syrup, syrup only",exact
"peach, canned, not further defined",AUS_F006560,"peach, canned, not further defined",exact
"peach, dried",AUS_F006562,"peach, dried",exact
"peach, stewed, sugar sweetened, no added fat",AUS_F006568,"peach, stewed, sugar sweetened, no added fat",exact
"peach, white, unpeeled, raw",AUS_F006571,"peach, white, unpeeled, raw",exact
"peach, yellow,  flesh and skin, fresh, raw",NZ_L1167,"peach, yellow,  flesh and skin, fresh, raw",exact
"peach, yellow, unpeeled, raw",AUS_F006573,"peach, yellow, unpeeled, raw",exact
peanut,NZ_Q1064,"peanut, blanched, dry roasted, unsalted",generated
peanut  blanched  dry roasted  unsalted,NZ_Q1064,"peanut, blanched, dry roasted, unsalted",generated
peanut  blanched  raw,NZ_Q1062,"peanut, blanched, raw",generated
peanut  blanched  roasted  salted,NZ_Q1063,"peanut, blanched, roasted, salted",generated
peanut  with skin  dry roasted  salted,NZ_Q1060,"peanut, with skin, dry roasted, salted",generated
peanut  with skin  raw,NZ_Q1059,"peanut, with skin, raw",generated
peanut  with skin  roasted  unsalted,NZ_Q1061,"peanut, with skin, roasted, unsalted",generated
peanut blanched dry roasted unsalted,NZ_Q1064,"peanut, blanched, dry roasted, unsalted",generated
peanut blanched raw,NZ_Q1062,"peanut, blanched, raw",generated
peanut blanched roasted salted,NZ_Q1063,"peanut, blanched, roasted, salted",generated
peanut butter,AUS_F006579,"peanut butter, no added sugar or salt",generated
peanut butter  added salt  and  seeds,AUS_F009992,"peanut butter, added salt  and  seeds",generated
peanut butter  added salt  protein increased,AUS_F009995,"peanut butter, added salt, protein increased",generated
peanut butter  added sugar  and  salt,AUS_F006577,"peanut butter, added sugar  and  salt",generated
peanut butter  added sugar  and  salt  reduced fat,AUS_F009990,"peanut butter, added sugar  and  salt, reduced fat",generated
peanut butter  added sugar  no added salt,AUS_F006578,"peanut butter, added sugar, no added salt",generated
peanut butter  no added sugar or salt,AUS_F006579,"peanut butter, no added sugar or salt",generated
peanut butter  smooth  and  crunchy  no sugar or salt added,NZ_Q1020,"peanut butter, smooth  and  crunchy, no sugar or salt added",generated
peanut butter  smooth  and  crunchy  salt  and  sugar added,NZ_Q1021,"peanut butter, smooth  and  crunchy, salt  and  sugar added",generated
peanut butter  smooth  and  crunchy  salt added  no sugar added,NZ_Q1019,"peanut butter, smooth  and  crunchy, salt added, no sugar added",generated
peanut butter added salt  and  seeds,AUS_F009992,"peanut butter, added salt  and  seeds",generated
peanut butter added salt protein increased,AUS_F009995,"peanut butter, added salt, protein increased",generated
peanut butter added sugar  and  salt,AUS_F006577,"peanut butter, added sugar  and  salt",generated
peanut butter added sugar  and  salt reduced fat,AUS_F009990,"peanut butter, added sugar  and  salt, reduced fat",generated
peanut butter added sugar no added salt,AUS_F006578,"peanut butter, added sugar, no added salt",generated
peanut butter no added sugar or salt,AUS_F006579,"peanut butter, no added sugar or salt",generated
peanut butter smooth  and  crunchy no sugar or salt added,NZ_Q1020,"peanut butter, smooth  and  crunchy, no sugar or salt added",generated
peanut butter smooth  and  crunchy salt  and  sugar added,NZ_Q1021,"peanut butter, smooth  and  crunchy, salt  and  sugar added",generated
peanut butter smooth  and  crunchy salt added no sugar added,NZ_Q1019,"peanut butter, smooth  and  crunchy, salt added, no sugar added",generated
"peanut butter, added salt  and  seeds",AUS_F009992,"peanut butter, added salt  and  seeds",exact
"peanut butter, added salt, protein increased",AUS_F009995,"peanut butter, added salt, protein increased",exact
"peanut butter, added sugar  and  salt",AUS_F006577,"peanut butter, added sugar  and  salt",exact
"peanut butter, added sugar  and  salt, reduced fat",AUS_F009990,"peanut butter, added sugar  and  salt, reduced fat",exact
"peanut butter, added sugar, no added salt",AUS_F006578,"peanut butter, added sugar, no added salt",exact
"peanut butter, no added sugar or salt",AUS_F006579,"peanut butter, no added sugar or salt",exact
"peanut butter, smooth  and  crunchy, no sugar or salt added",NZ_Q1020,"peanut butter, smooth  and  crunchy, no sugar or salt added",exact
"peanut butter, smooth  and  crunchy, salt  and  sugar added",NZ_Q1021,"peanut butter, smooth  and  crunchy, salt  and  sugar added",exact
"peanut butter, smooth  and  crunchy, salt added, no sugar added",NZ_Q1019,"peanut butter, smooth  and  crunchy, salt added, no sugar added",exact
peanut with skin dry roasted salted,NZ_Q1060,"peanut, with skin, dry roasted, salted",generated
peanut with skin raw,NZ_Q1059,"peanut, with skin, raw",generated
peanut with skin roasted unsalted,NZ_Q1061,"peanut, with skin, roasted, unsalted",generated
"peanut, blanched, dry roasted, unsalted",NZ_Q1064,"peanut, blanched, dry roasted, unsalted",exact
"peanut, blanched, raw",NZ_Q1062,"peanut, blanched, raw",exact
"peanut, blanched, roasted, salted",NZ_Q1063,"peanut, blanched, roasted, salted",exact
"peanut, with skin, dry roasted, salted",NZ_Q1060,"peanut, with skin, dry roasted, salted",exact
"peanut, with skin, raw",NZ_Q1059,"peanut, with skin, raw",exact
"peanut, with skin, roasted, unsalted",NZ_Q1061,"peanut, with skin, roasted, unsalted",exact
pear,AUS_F006585,"pear, brown skin, unpeeled, raw",generated
pear  brown skin  unpeeled  raw,AUS_F006585,"pear, brown skin, unpeeled, raw",generated
pear  canned,AUS_F006599,"pear, canned",generated
pear  canned in juice  undrained,NZ_L204,"pear, canned in juice, undrained",generated
pear  canned in pear juice,AUS_F006593,"pear, canned in pear juice",generated
pear  canned in pear juice  drained,AUS_F006594,"pear, canned in pear juice, drained",generated
pear  canned in pear juice  juice only,AUS_F006595,"pear, canned in pear juice, juice only",generated
pear  canned in syrup,AUS_F006590,"pear, canned in syrup",generated
pear  canned in syrup  drained,AUS_F006591,"pear, canned in syrup, drained",generated
pear  canned in syrup  syrup only,AUS_F006592,"pear, canned in syrup, syrup only",generated
pear  dried,AUS_F006600,"pear, dried",generated
pear  flesh  and  skin  raw,NZ_L1015,"pear, flesh  and  skin, raw",generated
pear  golden russet coloured skin  flesh  and  skin  fresh  raw,NZ_L1185,"pear, golden russet coloured skin, flesh  and  skin, fresh, raw",generated
pear  green skin  unpeeled  raw,AUS_F006601,"pear, green skin, unpeeled, raw",generated
pear  green to yellow skin  flesh  and  skin  fresh  raw,NZ_L1184,"pear, green to yellow skin, flesh  and  skin, fresh, raw",generated
pear  nashi  gold colour skin  flesh  and  skin  fresh  raw,NZ_L1165,"pear, nashi, gold colour skin, flesh  and  skin, fresh, raw",generated
pear  nashi  unpeeled  raw,AUS_F006604,"pear, nashi, unpeeled, raw",generated
pear  peeled  raw  not further defined,AUS_F006608,"pear, peeled, raw, not further defined",generated
pear  raw  not further defined,AUS_F006609,"pear, raw, not further defined",generated
pear  stewed  sugar sweetened  no added fat,AUS_F006610,"pear, stewed, sugar sweetened, no added fat",generated
pear  unpeeled  raw  not further defined,AUS_F006611,"pear, unpeeled, raw, not further defined",generated
pear brown skin unpeeled raw,AUS_F006585,"pear, brown skin, unpeeled, raw",generated
pear canned,AUS_F006599,"pear, canned",generated
pear canned in juice undrained,NZ_L204,"pear, canned in juice, undrained",generated
pear canned in pear juice,AUS_F006593,"pear, canned in pear juice",generated
pear canned in pear juice drained,AUS_F006594,"pear, canned in pear juice, drained",generated
pear canned in pear juice juice only,AUS_F006595,"pear, canned in pear juice, juice only",generated
pear canned in syrup,AUS_F006590,"pear, canned in syrup",generated
pear canned in syrup drained,AUS_F006591,"pear, canned in syrup, drained",generated
pear canned in syrup syrup only,AUS_F006592,"pear, canned in syrup, syrup only",generated
pear dried,AUS_F006600,"pear, dried",generated
pear flesh  and  skin raw,NZ_L1015,"pear, flesh  and  skin, raw",generated
pear golden russet coloured skin flesh  and  skin fresh raw,NZ_L1185,"pear, golden russet coloured skin, flesh  and  skin, fresh, raw",generated
pear green skin unpeeled raw,AUS_F006601,"pear, green skin, unpeeled, raw",generated
pear green to yellow skin flesh  and  skin fresh raw,NZ_L1184,"pear, green to yellow skin, flesh  and  skin, fresh, raw",generated
pear nashi gold colour skin flesh  and  skin fresh raw,NZ_L1165,"pear, nashi, gold colour skin, flesh  and  skin, fresh, raw",generated
pear nashi unpeeled raw,AUS_F006604,"pear, nashi, unpeeled, raw",generated
pear peeled raw not further defined,AUS_F006608,"pear, peeled, raw, not further defined",generated
pear raw not further defined,AUS_F006609,"pear, raw, not further defined",generated
pear stewed sugar sweetened no added fat,AUS_F006610,"pear, stewed, sugar sweetened, no added fat",generated
pear unpeeled raw not further defined,AUS_F006611,"pear, unpeeled, raw, not further defined",generated
"pear, brown skin, unpeeled, raw",AUS_F006585,"pear, brown skin, unpeeled, raw",exact
"pear, canned",AUS_F006599,"pear, canned",exact
"pear, canned in juice, undrained",NZ_L204,"pear, canned in juice, undrained",exact
"pear, canned in pear juice",AUS_F006593,"pear, canned in pear juice",exact
"pear, canned in pear juice, drained",AUS_F006594,"pear, canned in pear juice, drained",exact
"pear, canned in pear juice, juice only",AUS_F006595,"pear, canned in pear juice, juice only",exact
"pear, canned in syrup",AUS_F006590,"pear, canned in syrup",exact
"pear, canned in syrup, drained",AUS_F006591,"pear, canned in syrup, drained",exact
"pear, canned in syrup, syrup only",AUS_F006592,"pear, canned in syrup, syrup only",exact
"pear, dried",AUS_F006600,"pear, dried",exact
"pear, flesh  and  skin, raw",NZ_L1015,"pear, flesh  and  skin, raw",exact
"pear, golden russet coloured skin, flesh  and  skin, fresh, raw",NZ_L1185,"pear, golden russet coloured skin, flesh  and  skin, fresh, raw",exact
"pear, green skin, unpeeled, raw",AUS_F006601,"pear, green skin, unpeeled, raw",exact
"pear, green to yellow skin, flesh  and  skin, fresh, raw",NZ_L1184,"pear, green to yellow skin, flesh  and  skin, fresh, raw",exact
"pear, nashi, gold colour skin, flesh  and  skin, fresh, raw",NZ_L1165,"pear, nashi, gold colour skin, flesh  and  skin, fresh, raw",exact
"pear, nashi, unpeeled, raw",AUS_F006604,"pear, nashi, unpeeled, raw",exact
"pear, peeled, raw, not further defined",AUS_F006608,"pear, peeled, raw, not further defined",exact
"pear, raw, not further defined",AUS_F006609,"pear, raw, not further defined",exact
"pear, stewed, sugar sweetened, no added fat",AUS_F006610,"pear, stewed, sugar sweetened, no added fat",exact
"pear, unpeeled, raw, not further defined",AUS_F006611,"pear, unpeeled, raw, not further defined",exact
pecan nut,NZ_Q1044,"pecan nut, dried, raw",generated
pecan nut  dried  raw,NZ_Q1044,"pecan nut, dried, raw",generated
pecan nut  dry roasted  unsalted,NZ_Q1048,"pecan nut, dry roasted, unsalted",generated
pecan nut dried raw,NZ_Q1044,"pecan nut, dried, raw",generated
pecan nut dry roasted unsalted,NZ_Q1048,"pecan nut, dry roasted, unsalted",generated
"pecan nut, dried, raw",NZ_Q1044,"pecan nut, dried, raw",exact
"pecan nut, dry roasted, unsalted",NZ_Q1048,"pecan nut, dry roasted, unsalted",exact
pectin,AUS_F006613,"pectin, unsweetened, dry powder",generated
pectin  unsweetened  dry powder,AUS_F006613,"pectin, unsweetened, dry powder",generated
pectin unsweetened dry powder,AUS_F006613,"pectin, unsweetened, dry powder",generated
"pectin, unsweetened, dry powder",AUS_F006613,"pectin, unsweetened, dry powder",exact
pepper,AUS_F006624,"pepper, stuffed, marinated",generated
pepper  black or white  ground,AUS_F006618,"pepper, black or white, ground",generated
pepper  stuffed  marinated,AUS_F006624,"pepper, stuffed, marinated",generated
pepper black or white ground,AUS_F006618,"pepper, black or white, ground",generated
pepper stuffed marinated,AUS_F006624,"pepper, stuffed, marinated",generated
"pepper, black or white, ground",AUS_F006618,"pepper, black or white, ground",exact
"pepper, stuffed, marinated",AUS_F006624,"pepper, stuffed, marinated",exact
periwinkle  sea snail,AUS_F009132,periwinkle  sea snail,exact
persimmon,AUS_F006628,"persimmon, peeled, raw",generated
persimmon  flesh  fresh  raw   new zealand,NZ_L1160,"persimmon, flesh, fresh, raw,  new zealand",generated
persimmon  peeled  raw,AUS_F006628,"persimmon, peeled, raw",generated
persimmon flesh fresh raw new zealand,NZ_L1160,"persimmon, flesh, fresh, raw,  new zealand",generated
persimmon peeled raw,AUS_F006628,"persimmon, peeled, raw",generated
"persimmon, flesh, fresh, raw,  new zealand",NZ_L1160,"persimmon, flesh, fresh, raw,  new zealand",exact
"persimmon, peeled, raw",AUS_F006628,"persimmon, peeled, raw",exact
pheasant,AUS_F010389,"pheasant, meat, cooked",generated
pheasant  meat  cooked,AUS_F010389,"pheasant, meat, cooked",generated
pheasant meat cooked,AUS_F010389,"pheasant, meat, cooked",generated
"pheasant, meat, cooked",AUS_F010389,"pheasant, meat, cooked",exact
pickles,AUS_F006638,"pickles, mustard, sweet",generated
pickles  mustard  sweet,AUS_F006638,"pickles, mustard, sweet",generated
